complaint_id,category,subcategory,title,description,location_address,ward_number,latitude,longitude,priority,status,created_date,resolved_date,resolution_time_hours
143,"water","quality","Sewage overflow near police station","Sewage overflow near police station. Urgent cleaning and repair required.","Whitefield Ward 88",159,12.8410,77.4451,"high","escalated",2024-11-26,,
144,"electricity","billing","Transformer sparking near police station","Transformer sparking near police station. Risk of fire and electric shock.","Sarjapur Road Ward 148",186,13.0907,77.5648,"high","resolved",2024-02-19,2024-02-20,6
145,"water","supply","Sewage overflow near church","Sewage overflow near church. Urgent cleaning and repair required.","Marathahalli Ward 98",163,12.9284,77.5983,"high","resolved",2024-05-31,2024-06-01,26
146,"roads","pothole","Road completely collapsed near residential complex","Road completely collapsed near residential complex. Traffic at standstill.","Basavanagudi Ward 139",163,13.0316,77.4897,"high","in-progress",2024-03-04,,
147,"electricity","streetlight","Transformer sparking near commercial center","Transformer sparking near commercial center. Risk of fire and electric shock.","Sarjapur Road Ward 162",20,13.0548,77.6318,"high","pending",2024-08-14,,
148,"water","leakage","No water supply for 2 days in Hebbal","No water supply for 2 days in Hebbal. 500 households affected. Urgent intervention needed.","Hebbal Ward 158",144,13.0161,77.4489,"high","resolved",2024-05-23,2024-05-26,56
149,"water","quality","Contaminated water with foul smell in JP Nagar","Contaminated water with foul smell in JP Nagar. Health hazard for 520 residents.","JP Nagar Ward 25",137,13.0689,77.6678,"high","resolved",2024-11-08,2024-11-12,87
150,"roads","pothole","Large pothole on HSR Layout main road causing accidents","Large pothole on HSR Layout main road causing accidents. 300 vehicles damaged.","HSR Layout Ward 56",85,12.9127,77.5386,"high","in-progress",2024-07-06,,
151,"electricity","billing","Live wire hanging on road in Hebbal","Live wire hanging on road in Hebbal. Immediate safety hazard.","Hebbal Ward 37",117,13.0299,77.6986,"high","escalated",2024-01-17,,
152,"electricity","transformer","Transformer sparking near metro station","Transformer sparking near metro station. Risk of fire and electric shock.","Marathahalli Ward 107",99,13.1052,77.6695,"high","pending",2024-12-09,,
153,"electricity","streetlight","Power outage for 8 hours in Malleshwaram","Power outage for 8 hours in Malleshwaram. 570 homes affected.","Malleshwaram Ward 168",17,12.9488,77.5686,"high","resolved",2024-05-14,2024-05-15,21
154,"roads","flooding","Road completely collapsed near residential complex","Road completely collapsed near residential complex. Traffic at standstill.","Indiranagar Ward 181",130,12.9097,77.6958,"high","in-progress",2024-12-01,,
155,"electricity","transformer","Frequent short circuits causing appliance damage in Whitefield","Frequent short circuits causing appliance damage in Whitefield.","Whitefield Ward 26",150,12.8363,77.7353,"high","resolved",2024-06-06,2024-06-08,37
156,"electricity","transformer","Live wire hanging on road in Indiranagar","Live wire hanging on road in Indiranagar. Immediate safety hazard.","Indiranagar Ward 150",164,13.1117,77.6113,"high","pending",2024-11-16,,
157,"roads","maintenance","Flooding on Whitefield making road unusable during rain","Flooding on Whitefield making road unusable during rain.","Whitefield Ward 110",153,12.9561,77.6451,"high","pending",2024-05-03,,
158,"electricity","billing","Frequent short circuits causing appliance damage in Electronic City","Frequent short circuits causing appliance damage in Electronic City.","Electronic City Ward 62",56,13.0794,77.6279,"high","escalated",2024-06-08,,
159,"electricity","streetlight","Frequent short circuits causing appliance damage in Malleshwaram","Frequent short circuits causing appliance damage in Malleshwaram.","Malleshwaram Ward 8",62,12.8258,77.6278,"high","in-progress",2024-04-16,,
160,"electricity","streetlight","Power outage for 3 hours in Marathahalli","Power outage for 3 hours in Marathahalli. 300 homes affected.","Marathahalli Ward 144",200,12.8334,77.6575,"high","in-progress",2024-10-05,,
161,"electricity","billing","Transformer sparking near temple","Transformer sparking near temple. Risk of fire and electric shock.","Marathahalli Ward 137",65,12.9392,77.5824,"high","escalated",2024-04-07,,
162,"electricity","transformer","Frequent short circuits causing appliance damage in Yelahanka","Frequent short circuits causing appliance damage in Yelahanka.","Yelahanka Ward 1",65,13.0913,77.5844,"high","in-progress",2024-12-11,,
163,"water","pressure","Contaminated water with foul smell in JP Nagar","Contaminated water with foul smell in JP Nagar. Health hazard for 160 residents.","JP Nagar Ward 156",38,12.8896,77.6141,"high","escalated",2024-12-14,,
164,"roads","repair","Flooding on Kammanahalli making road unusable during rain","Flooding on Kammanahalli making road unusable during rain.","Kammanahalli Ward 164",146,13.1177,77.7122,"high","resolved",2024-07-25,2024-07-27,35
165,"roads","repair","Road completely collapsed near post office","Road completely collapsed near post office. Traffic at standstill.","Koramangala Ward 147",120,13.0249,77.7071,"high","pending",2024-03-31,,
166,"roads","pothole","Bridge damage near Sarjapur Road","Bridge damage near Sarjapur Road. Structural safety concern.","Sarjapur Road Ward 54",67,12.8588,77.5791,"high","in-progress",2024-06-12,,
167,"roads","flooding","Road completely collapsed near hospital","Road completely collapsed near hospital. Traffic at standstill.","Yelahanka Ward 144",33,13.0926,77.6248,"high","escalated",2024-08-24,,
168,"roads","pothole","Large pothole on RT Nagar main road causing accidents","Large pothole on RT Nagar main road causing accidents. 580 vehicles damaged.","RT Nagar Ward 75",105,13.0898,77.6790,"high","pending",2024-10-06,,
169,"water","pressure","Sewage overflow near metro station","Sewage overflow near metro station. Urgent cleaning and repair required.","Kammanahalli Ward 133",171,13.1107,77.5603,"high","in-progress",2024-02-15,,
170,"electricity","streetlight","Frequent short circuits causing appliance damage in Whitefield","Frequent short circuits causing appliance damage in Whitefield.","Whitefield Ward 107",40,13.0515,77.6423,"high","in-progress",2024-11-10,,
171,"electricity","billing","Power outage for 12 hours in Koramangala","Power outage for 12 hours in Koramangala. 220 homes affected.","Koramangala Ward 113",126,12.8874,77.5253,"high","pending",2024-08-03,,
172,"electricity","billing","Live wire hanging on road in RT Nagar","Live wire hanging on road in RT Nagar. Immediate safety hazard.","RT Nagar Ward 97",25,13.0478,77.5594,"high","resolved",2024-03-06,2024-03-11,108
173,"electricity","outage","Transformer sparking near residential complex","Transformer sparking near residential complex. Risk of fire and electric shock.","Basavanagudi Ward 133",42,13.1074,77.5282,"high","escalated",2024-02-07,,
174,"water","pressure","Contaminated water with foul smell in Electronic City","Contaminated water with foul smell in Electronic City. Health hazard for 480 residents.","Electronic City Ward 110",87,13.0870,77.6062,"high","pending",2024-01-11,,
175,"roads","flooding","Large pothole on Rajajinagar main road causing accidents","Large pothole on Rajajinagar main road causing accidents. 440 vehicles damaged.","Rajajinagar Ward 173",75,12.8346,77.5481,"high","in-progress",2024-04-14,,
176,"water","leakage","Sewage overflow near school","Sewage overflow near school. Urgent cleaning and repair required.","RT Nagar Ward 175",93,12.9143,77.5879,"high","resolved",2024-09-12,2024-09-14,37
177,"roads","repair","Road completely collapsed near bus stop","Road completely collapsed near bus stop. Traffic at standstill.","Basavanagudi Ward 10",89,12.8815,77.6288,"high","escalated",2024-02-19,,
178,"electricity","transformer","Frequent short circuits causing appliance damage in CV Raman Nagar","Frequent short circuits causing appliance damage in CV Raman Nagar.","CV Raman Nagar Ward 141",45,12.9065,77.6806,"high","resolved",2024-03-17,2024-03-20,71
179,"electricity","streetlight","Transformer sparking near shopping mall","Transformer sparking near shopping mall. Risk of fire and electric shock.","Jayanagar Ward 67",110,12.8447,77.5790,"high","pending",2024-01-05,,
180,"roads","pothole","Large pothole on RT Nagar main road causing accidents","Large pothole on RT Nagar main road causing accidents. 270 vehicles damaged.","RT Nagar Ward 49",182,12.9236,77.5112,"high","resolved",2024-12-01,2024-12-01,4
181,"roads","repair","Road completely collapsed near post office","Road completely collapsed near post office. Traffic at standstill.","CV Raman Nagar Ward 45",159,13.1131,77.5236,"high","resolved",2024-08-16,2024-08-21,112
182,"water","leakage","Sewage overflow near metro station","Sewage overflow near metro station. Urgent cleaning and repair required.","Jayanagar Ward 10",32,13.0035,77.7124,"high","escalated",2024-04-22,,
183,"roads","pothole","Road completely collapsed near residential complex","Road completely collapsed near residential complex. Traffic at standstill.","Yelahanka Ward 39",13,12.9086,77.7120,"high","resolved",2024-10-21,2024-10-24,77
184,"electricity","billing","Transformer sparking near park entrance","Transformer sparking near park entrance. Risk of fire and electric shock.","Sarjapur Road Ward 56",106,12.8346,77.5588,"high","pending",2024-02-22,,
185,"electricity","transformer","Transformer sparking near park entrance","Transformer sparking near park entrance. Risk of fire and electric shock.","Kammanahalli Ward 59",183,12.8923,77.7102,"high","resolved",2024-12-13,2024-12-18,108
186,"electricity","streetlight","Power outage for 4 hours in Indiranagar","Power outage for 4 hours in Indiranagar. 280 homes affected.","Indiranagar Ward 46",26,13.0492,77.6827,"high","resolved",2024-06-24,2024-06-26,36
187,"roads","maintenance","Bridge damage near CV Raman Nagar","Bridge damage near CV Raman Nagar. Structural safety concern.","CV Raman Nagar Ward 195",7,13.0415,77.5952,"high","in-progress",2024-02-06,,
188,"water","supply","No water supply for 1 days in Hebbal","No water supply for 1 days in Hebbal. 290 households affected. Urgent intervention needed.","Hebbal Ward 86",25,12.8365,77.5832,"high","escalated",2024-02-12,,
189,"electricity","transformer","Power outage for 3 hours in Indiranagar","Power outage for 3 hours in Indiranagar. 190 homes affected.","Indiranagar Ward 158",27,12.9257,77.5143,"high","in-progress",2024-09-13,,
190,"roads","flooding","Road completely collapsed near main junction","Road completely collapsed near main junction. Traffic at standstill.","BTM Layout Ward 158",20,13.0681,77.6130,"high","pending",2024-04-30,,
191,"electricity","streetlight","Live wire hanging on road in Banashankari","Live wire hanging on road in Banashankari. Immediate safety hazard.","Banashankari Ward 148",177,12.8331,77.6442,"high","in-progress",2024-03-13,,
192,"roads","maintenance","Bridge damage near Electronic City","Bridge damage near Electronic City. Structural safety concern.","Electronic City Ward 33",70,12.9551,77.5599,"high","pending",2024-09-26,,
193,"electricity","streetlight","Live wire hanging on road in Marathahalli","Live wire hanging on road in Marathahalli. Immediate safety hazard.","Marathahalli Ward 10",56,12.8557,77.7395,"high","resolved",2024-10-22,2024-10-26,87
194,"water","pressure","Sewage overflow near main junction","Sewage overflow near main junction. Urgent cleaning and repair required.","Vijayanagar Ward 41",28,12.8232,77.4685,"high","escalated",2024-03-07,,
195,"roads","repair","Bridge damage near Banashankari","Bridge damage near Banashankari. Structural safety concern.","Banashankari Ward 172",198,13.0363,77.5889,"high","pending",2024-10-10,,
196,"water","quality","Contaminated water with foul smell in Marathahalli","Contaminated water with foul smell in Marathahalli. Health hazard for 320 residents.","Marathahalli Ward 45",107,13.0958,77.6476,"high","escalated",2024-09-19,,
197,"water","quality","Sewage overflow near school","Sewage overflow near school. Urgent cleaning and repair required.","Basavanagudi Ward 49",11,13.0995,77.6266,"high","escalated",2024-11-19,,
198,"roads","pothole","Large pothole on Hebbal main road causing accidents","Large pothole on Hebbal main road causing accidents. 570 vehicles damaged.","Hebbal Ward 6",39,12.9032,77.5995,"high","in-progress",2024-09-03,,
199,"water","quality","Contaminated water with foul smell in RT Nagar","Contaminated water with foul smell in RT Nagar. Health hazard for 360 residents.","RT Nagar Ward 152",81,13.0140,77.6794,"high","in-progress",2024-02-24,,
200,"roads","pothole","Bridge damage near CV Raman Nagar","Bridge damage near CV Raman Nagar. Structural safety concern.","CV Raman Nagar Ward 53",66,13.0702,77.7000,"high","escalated",2024-05-25,,
201,"water","pressure","Major pipeline burst causing flooding in Sarjapur Road","Major pipeline burst causing flooding in Sarjapur Road. Water wastage and property damage.","Sarjapur Road Ward 190",33,12.8591,77.5977,"high","resolved",2024-02-18,2024-02-23,120
